Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,G+A-PK,xG+xAG,PrgC,PrgP,PrgR,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK_stats_shooting,PKatt_stats_shooting,xG_stats_shooting,npxG_stats_shooting,npxG/Sh,G-xG,np:G-xG,Cmp,Att,Cmp%,TotDist,PrgDist,Ast_stats_passing,xAG_stats_passing,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP_stats_passing,Live,Dead,FK_stats_passing_types,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp_stats_passing_types,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Att_stats_defense,Tkl%,Lost,Blocks_stats_defense,Sh_stats_defense,Pass,Int,Tkl+Int,Clr,Err,SCA,SCA90,PassLive,PassDead,TO,Sh_stats_gca,Fld,Def,GCA,GCA90,Touches,Def Pen,Def 3rd_stats_possession,Mid 3rd_stats_possession,Att 3rd_stats_possession,Att Pen,Live_stats_possession,Att_stats_possession,Succ,Succ%,Tkld,Tkld%,Carries,TotDist_stats_possession,PrgDist_stats_possession,PrgC_stats_possession,1/3_stats_possession,CPA,Mis,Dis,Rec,PrgR_stats_possession,CrdY_stats_misc,CrdR_stats_misc,2CrdY,Fls,Fld_stats_misc,Off_stats_misc,Crs_stats_misc,Int_stats_misc,TklW_stats_misc,PKwon,PKcon,OG,Recov,Won,Lost_stats_misc,Won%,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt_stats_keeper,PKA,PKsv,PKm,PSxG,PSxG/SoT,PSxG+/-,/90,Cmp_stats_keeper_adv,Att_stats_keeper_adv,Cmp%_stats_keeper_adv,Att (GK),Thr,Launch%,AvgLen,Opp,Stp,Stp%,#OPA,#OPA/90,AvgDist
864,Franco Israel,uy URU,GK,Torino,it Serie A,25.0,2000,3,3,270,3.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0,0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,71,116,61.2,2520,1934,0,0.0,0.0,0.0,0,3,0,0,0,97,19,10,0,0,0,0,0,0,0,0,71,0,0,0,0,0,0,,0,0,0,0,0,0,3,0,1,0.33,0,1,0,0,0,0,0,0.00,125,91,125,0,0,0,125,0,0,,0,,77,412,295,0,0,0,0,0,70,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,,5,1.67,17,12,70.6,1,1,1,2,66.7,0,0,0,0,3.8,0.23,-1.2,-0.39,23,63,36.5,107,14,50.5,41.5,42,1,2.4,5,1.67,19.1
865,Alex Iwobi,ng NGA,FW,Fulham,eng Premier League,29.0,1996,4,4,313,3.5,0,1,1,0,0,0,1,0,0.1,0.1,1.0,1.2,0.29,0.33,19,24,21,5,1,20.0,1.44,0.29,0.00,0.00,24.5,0,0,0,0.1,0.1,0.02,-0.1,-0.1,117,160,73.1,2091,643,1,1.0,0.6,0.0,4,12,13,2,24,154,4,1,2,1,7,3,0,0,0,0,117,4,2,3,1,0,3,33.3,2,4,0,4,2,6,1,0,7,2.01,6,0,0,1,0,0,1,0.29,191,4,25,93,79,3,191,10,2,20.0,7,70.0,141,867,484,19,13,1,5,2,147,21,1,0,0,3,2,0,7,2,2,0,0,0,12,0,4,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
866,Urko Izeta,es ESP,MF,Athletic Club,es La Liga,25.0,1999,1,0,11,0.1,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.00,0.00,1,0,2,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,2,6,33.3,27,0,0,0.0,0.0,0.0,0,0,0,0,0,6,0,0,0,0,1,0,0,0,0,0,2,1,0,1,0,0,0,,0,1,0,1,0,1,0,0,0,0.00,0,0,0,0,0,0,0,0.00,10,0,2,3,5,1,10,0,0,,0,,4,29,15,1,0,0,1,1,6,2,1,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
867,Jairo Izquierdo,es ESP,"MF,DF",Elche,es La Liga,31.0,1993,1,0,24,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,1,0,3,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,12,17,70.6,194,26,0,0.0,0.0,0.0,0,0,0,0,0,16,1,0,0,0,3,1,0,0,0,0,12,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0.00,17,0,4,6,7,0,17,0,0,,0,,13,63,23,1,0,0,0,1,13,3,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
868,Nicolas Jackson,sn SEN,FW,Bayern Munich,de Bundesliga,24.0,2001,1,0,45,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.1,0.00,0.14,2,2,7,1,1,100.0,2.00,2.00,0.00,0.00,12.1,0,0,0,0.0,0.0,0.05,0.0,0.0,17,18,94.4,123,23,0,0.0,0.2,0.0,1,2,1,0,2,18,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,1,0.0,1,0,0,0,1,1,0,0,3,6.00,2,0,0,1,0,0,0,0.00,25,0,0,6,19,6,25,1,0,0.0,1,100.0,10,50,25,2,0,1,3,0,20,7,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
869,Jérémy Jacquet,fr FRA,DF,Rennes,fr Ligue 1,20.0,2005,4,4,360,4.0,0,0,0,0,0,0,1,0,0.3,0.3,0.0,0.3,0.00,0.07,2,7,0,1,0,0.0,0.25,0.00,0.00,,4.7,0,0,0,0.3,0.3,0.25,-0.3,-0.3,226,242,93.4,4563,1675,0,0.0,0.0,0.0,1,10,0,0,7,216,25,11,0,0,0,0,0,0,0,0,226,5,2,3,2,0,3,66.7,1,4,1,3,2,7,24,2,4,1.00,3,0,0,1,0,0,1,0.25,286,55,159,121,7,1,286,2,1,50.0,1,50.0,133,639,310,2,2,0,2,0,205,0,1,0,0,5,2,0,0,2,2,0,0,0,12,7,1,87.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
870,Lee Jae-sung,kr KOR,"FW,MF",Mainz 05,de Bundesliga,33.0,1992,2,2,180,2.0,0,0,0,0,0,0,0,0,0.5,0.5,0.3,0.9,0.00,0.44,0,1,13,6,0,0.0,3.00,0.00,0.00,,8.1,0,0,0,0.5,0.5,0.09,-0.5,-0.5,41,57,71.9,515,88,0,0.3,0.3,-0.3,1,0,1,0,1,57,0,0,1,0,3,0,0,0,0,0,41,4,3,1,1,2,2,100.0,0,0,0,0,0,4,5,0,3,1.50,2,0,0,1,0,0,0,0.00,78,4,10,22,47,13,78,1,0,0.0,1,100.0,28,146,57,0,2,0,2,3,60,13,0,0,0,1,2,1,3,0,3,0,0,0,5,7,8,46.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
871,Kristijan Jakić,hr CRO,"MF,FW",Augsburg,de Bundesliga,28.0,1997,3,3,224,2.5,1,1,2,1,0,0,0,0,0.3,0.3,0.2,0.5,0.80,0.20,3,8,5,3,2,66.7,1.21,0.80,0.33,0.50,18.9,0,0,0,0.3,0.3,0.08,+0.7,+0.7,73,90,81.1,1173,332,1,0.2,0.3,+0.8,3,5,1,1,8,88,2,1,0,0,2,1,0,0,0,0,73,4,3,2,2,0,3,66.7,1,4,3,1,3,7,10,0,6,2.41,6,0,0,0,0,0,2,0.80,122,15,41,66,17,4,122,1,1,100.0,0,0.0,76,305,88,3,2,0,4,3,70,5,0,0,0,3,4,0,2,3,3,0,0,0,16,2,4,33.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
872,Daniel James,wls WAL,FW,Leeds United,eng Premier League,27.0,1997,4,3,213,2.4,0,0,0,0,0,0,0,0,0.4,0.4,0.3,0.7,0.00,0.30,8,5,17,5,0,0.0,2.11,0.00,0.00,,16.2,0,0,0,0.4,0.4,0.09,-0.4,-0.4,23,50,46.0,341,148,0,0.3,0.2,-0.3,2,3,2,1,5,50,0,0,0,0,12,0,0,0,0,0,23,1,1,0,1,0,2,0.0,2,4,0,4,0,1,2,0,5,2.11,2,0,0,2,1,0,0,0.00,73,1,9,25,41,7,73,4,1,25.0,3,75.0,37,283,190,8,3,4,4,0,48,17,0,0,0,0,4,0,12,0,1,0,0,0,7,1,0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
873,Reece James,eng ENG,DF,Chelsea,eng Premier League,25.0,1999,4,1,155,1.7,0,0,0,0,0,0,1,0,0.1,0.1,0.5,0.6,0.00,0.34,4,13,1,2,1,50.0,1.16,0.58,0.00,0.00,25.5,0,0,0,0.1,0.1,0.04,-0.1,-0.1,145,160,90.6,2629,842,0,0.5,0.3,-0.5,4,18,1,0,13,132,28,5,3,2,7,16,7,4,0,0,145,1,1,1,0,0,2,50.0,1,2,0,2,4,5,4,0,8,4.65,3,2,1,0,1,1,2,1.16,174,2,38,102,34,0,174,3,1,33.3,1,33.3,108,565,319,4,1,0,1,2,120,1,1,0,0,4,5,0,7,4,1,0,0,0,10,3,1,75.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
874,Isak Jansson,se SWE,MF,Nice,fr Ligue 1,23.0,2002,4,3,212,2.4,0,0,0,0,0,0,1,0,0.2,0.2,0.5,0.7,0.00,0.29,7,7,7,3,2,66.7,1.27,0.85,0.00,0.00,18.4,0,0,0,0.2,0.2,0.07,-0.2,-0.2,36,52,69.2,441,128,0,0.5,0.4,-0.5,1,4,2,1,7,52,0,0,0,0,2,0,0,0,0,0,36,2,1,0,1,1,4,0.0,4,1,0,1,3,5,0,0,3,1.27,2,0,0,0,1,0,0,0.00,84,0,10,35,42,6,84,7,1,14.3,5,71.4,54,417,178,7,5,2,7,3,54,7,1,0,0,4,4,0,2,3,1,0,0,0,9,1,4,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
875,Adnan Januzaj,be BEL,"MF,FW",Sevilla,es La Liga,30.0,1995,2,0,32,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0,2,1,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,13,15,86.7,315,110,0,0.0,0.0,0.0,0,2,0,0,2,15,0,0,0,1,1,0,0,0,0,0,13,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,1,2.81,1,0,0,0,0,0,0,0.00,17,1,2,12,3,0,17,0,0,,0,,14,78,31,0,0,0,2,1,17,1,0,0,0,0,2,0,1,0,0,0,0,0,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
876,Luca Jaquez,ch SUI,DF,Stuttgart,de Bundesliga,22.0,2003,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.04,2,4,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,89,99,89.9,1587,485,0,0.0,0.0,0.0,1,7,0,0,4,94,5,4,0,0,0,1,0,0,0,0,89,2,2,2,0,0,2,50.0,1,1,0,1,0,2,5,0,1,1.01,1,0,0,0,0,0,0,0.00,108,8,33,75,1,0,108,0,0,,0,,84,433,222,2,1,0,0,0,85,0,0,0,0,1,1,0,0,0,2,0,0,0,4,5,5,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
877,Ardon Jashari,ch SUI,MF,Milan,it Serie A,23.0,2002,1,0,17,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.09,0,1,1,1,0,0.0,5.29,0.00,0.00,,27.8,0,0,0,0.0,0.0,0.02,0.0,0.0,19,20,95.0,333,78,0,0.0,0.0,0.0,0,3,0,0,1,17,3,3,0,1,0,0,0,0,0,0,19,1,1,1,0,0,1,100.0,0,0,0,0,0,1,0,0,0,0.00,0,0,0,0,0,0,0,0.00,23,0,4,17,2,0,23,0,0,,0,,16,74,26,0,0,0,0,0,15,1,0,0,0,2,3,0,0,0,1,0,0,0,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
878,Mikel Jauregizar,es ESP,MF,Athletic Club,es La Liga,21.0,2003,4,4,360,4.0,0,0,0,0,0,0,0,0,0.2,0.2,0.1,0.3,0.00,0.09,2,22,5,7,1,14.3,1.75,0.25,0.00,0.00,24.3,0,0,0,0.2,0.2,0.03,-0.2,-0.2,148,178,83.1,2425,705,0,0.1,0.2,-0.1,4,16,5,0,22,174,3,3,1,0,5,0,0,0,0,0,148,8,6,2,6,0,14,50.0,7,3,0,3,4,12,4,1,6,1.50,6,0,0,0,0,0,0,0.00,221,5,36,143,46,3,221,4,0,0.0,4,100.0,98,527,272,2,4,0,4,3,131,5,0,0,0,2,2,0,5,4,6,0,0,0,23,5,4,55.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
879,Finn Jeltsch,de GER,DF,Stuttgart,de Bundesliga,19.0,2006,2,2,180,2.0,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0.00,0.04,2,10,0,1,0,0.0,0.50,0.00,0.00,,11.9,0,0,0,0.1,0.1,0.07,-0.1,-0.1,105,117,89.7,1878,564,0,0.0,0.0,0.0,0,6,0,0,10,116,1,1,0,2,0,0,0,0,0,0,105,4,2,3,1,0,3,66.7,1,1,1,0,3,7,9,1,1,0.50,1,0,0,0,0,0,0,0.00,134,14,58,69,7,1,134,0,0,,0,,88,456,221,2,1,0,0,0,95,0,0,0,0,1,2,2,0,3,2,0,1,0,8,3,3,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
880,Castrop Jens,kr KOR,MF,Gladbach,de Bundesliga,22.0,2003,2,0,24,0.3,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0.00,0.37,1,2,3,1,0,0.0,3.75,0.00,0.00,,5.4,0,0,0,0.1,0.1,0.10,-0.1,-0.1,13,17,76.5,274,74,0,0.0,0.0,0.0,0,1,0,0,2,17,0,0,0,0,1,0,0,0,0,0,13,2,2,1,1,0,1,100.0,0,0,0,0,0,2,0,0,0,0.00,0,0,0,0,0,0,0,0.00,24,2,3,12,9,3,24,1,0,0.0,1,100.0,16,78,30,1,1,0,3,2,19,3,0,0,0,4,0,0,1,0,2,0,0,0,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
881,Mathias Jensen,dk DEN,MF,Brentford,eng Premier League,29.0,1996,3,2,152,1.7,0,0,0,0,0,0,0,0,0.1,0.1,0.2,0.3,0.00,0.19,0,9,1,1,0,0.0,0.59,0.00,0.00,,13.6,0,0,0,0.1,0.1,0.13,-0.1,-0.1,42,58,72.4,893,367,0,0.2,0.1,-0.2,3,8,2,0,9,48,10,2,1,0,7,3,5,4,0,0,42,7,5,0,5,2,5,40.0,3,2,0,2,1,8,6,0,5,2.96,3,1,0,1,0,0,1,0.59,80,5,21,40,20,4,80,2,1,50.0,1,50.0,27,59,37,0,0,0,3,1,37,1,0,0,0,0,1,0,7,1,5,0,0,0,5,1,0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
882,Oliver Jensen,dk DEN,MF,Parma,it Serie A,23.0,2002,3,2,198,2.2,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.00,0.01,3,4,9,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,46,58,79.3,685,132,0,0.0,0.0,0.0,1,3,0,0,4,58,0,0,0,0,1,0,0,0,0,0,46,4,2,1,3,0,5,60.0,2,3,0,3,0,4,0,0,1,0.45,1,0,0,0,0,0,0,0.00,77,1,12,40,27,1,77,3,1,33.3,2,66.7,44,263,97,3,4,0,4,4,50,9,1,0,0,4,2,0,1,0,2,0,0,0,8,0,6,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
883,Moritz Jenz,de GER,DF,Wolfsburg,de Bundesliga,26.0,1999,3,3,270,3.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.00,0.00,0,2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,115,130,88.5,2180,719,0,0.0,0.0,0.0,0,7,0,0,2,129,1,1,0,0,0,0,0,0,0,0,115,4,4,4,0,0,3,66.7,1,0,0,0,0,4,22,1,3,1.00,3,0,0,0,0,0,0,0.00,156,21,86,69,1,0,156,0,0,,0,,103,373,189,0,1,0,0,0,106,0,1,0,0,6,1,0,0,0,4,0,0,0,8,6,1,85.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
884,Igor Jesus,br BRA,FW,Nott'ham Forest,eng Premier League,24.0,2001,3,0,33,0.4,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0.00,0.19,0,0,1,1,0,0.0,2.73,0.00,0.00,,11.7,0,0,0,0.1,0.1,0.07,-0.1,-0.1,6,7,85.7,58,0,0,0.0,0.0,0.0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,6,1,1,0,0,1,1,100.0,0,0,0,0,0,1,1,0,1,2.73,0,0,0,1,0,0,0,0.00,12,1,2,3,7,2,12,0,0,,0,,2,16,0,0,0,1,0,1,5,1,0,0,0,2,0,0,0,0,1,0,0,0,1,1,2,33.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
885,Juan Jesus,br BRA,DF,Napoli,it Serie A,34.0,1991,2,2,157,1.7,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.1,0.00,0.04,4,12,0,1,0,0.0,0.57,0.00,0.00,,6.3,0,0,0,0.0,0.0,0.03,0.0,0.0,158,168,94.0,2777,813,0,0.0,0.0,0.0,1,9,1,0,12,164,3,3,0,0,0,0,0,0,0,0,158,5,2,2,3,0,4,100.0,0,1,0,1,3,8,1,0,4,2.28,3,0,0,1,0,0,0,0.00,179,7,55,116,8,1,179,0,0,,0,,138,699,389,4,3,0,0,0,154,0,1,0,0,4,0,0,0,3,2,0,0,0,2,2,2,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
886,Álex Jiménez,es ESP,DF,Bournemouth,eng Premier League,20.0,2005,1,0,4,0.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.00,0.00,0,0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,2,4,50.0,46,37,0,0.0,0.0,0.0,0,0,0,0,0,2,2,0,0,0,0,2,0,0,0,0,2,1,1,1,0,0,0,,0,0,0,0,0,1,1,0,0,0.00,0,0,0,0,0,0,0,0.00,6,1,3,3,0,0,6,0,0,,0,,1,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
887,Álex Jiménez,es ESP,DF,Milan,it Serie A,20.0,2005,1,0,45,0.5,0,0,0,0,0,0,1,0,0.0,0.0,0.2,0.2,0.00,0.49,2,2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,23,25,92.0,304,44,0,0.2,0.1,-0.2,2,2,1,0,2,21,4,0,0,0,1,4,0,0,0,0,23,0,0,0,0,0,1,0.0,1,1,0,1,0,0,0,0,4,8.00,3,0,1,0,0,0,0,0.00,31,0,5,15,12,2,31,8,4,50.0,3,37.5,21,201,135,2,1,1,0,0,20,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
888,Raúl Jiménez,mx MEX,FW,Fulham,eng Premier League,34.0,1991,4,1,123,1.4,0,0,0,0,0,0,0,0,0.4,0.4,0.0,0.4,0.00,0.29,0,2,5,4,0,0.0,2.93,0.00,0.00,,14.2,1,0,0,0.4,0.4,0.10,-0.4,-0.4,17,26,65.4,211,18,0,0.0,0.0,0.0,0,1,0,0,2,26,0,0,0,0,0,0,0,0,0,0,17,3,2,0,1,2,1,0.0,1,1,0,1,0,3,2,0,1,0.73,1,0,0,0,0,0,0,0.00,47,3,5,21,21,5,47,2,0,0.0,2,100.0,25,61,17,0,0,0,6,3,33,5,0,0,0,6,0,2,0,0,2,0,0,0,1,2,11,15.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
889,João Pedro,br BRA,"FW,MF",Chelsea,eng Premier League,23.0,2001,4,4,330,3.7,2,3,5,2,0,0,0,0,1.5,1.5,1.2,2.7,1.36,0.74,6,10,26,9,3,33.3,2.45,0.82,0.22,0.67,14.3,0,0,0,1.5,1.5,0.17,+0.5,+0.5,82,100,82.0,1084,190,3,1.2,0.2,+1.8,4,5,3,0,10,95,4,0,0,0,3,0,0,0,0,0,82,2,2,1,1,0,1,100.0,0,2,2,0,2,4,5,0,9,2.45,7,0,0,2,0,0,2,0.55,146,5,11,68,69,16,146,11,1,9.1,7,63.6,79,342,117,6,2,2,10,6,113,26,0,0,0,2,7,2,3,2,2,0,0,0,8,10,8,55.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
890,Joelinton,br BRA,MF,Newcastle Utd,eng Premier League,29.0,1996,3,3,221,2.5,0,0,0,0,0,0,1,0,0.0,0.0,0.7,0.7,0.00,0.30,5,12,8,1,0,0.0,0.41,0.00,0.00,,9.8,0,0,0,0.0,0.0,0.04,0.0,0.0,54,67,80.6,737,254,0,0.7,0.3,-0.7,1,9,0,0,12,62,4,4,1,0,1,0,0,0,0,0,54,4,1,0,2,2,2,100.0,0,1,0,1,2,6,3,0,4,1.63,3,0,0,0,0,1,0,0.00,87,5,15,48,25,9,87,2,0,0.0,1,50.0,50,245,127,5,1,0,2,1,65,8,1,0,0,3,3,0,1,2,1,0,0,0,8,6,5,54.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
891,Jofre,es ESP,FW,Espanyol,es La Liga,24.0,2001,1,1,45,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0,0,1,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,6,7,85.7,83,33,0,0.0,0.0,0.0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0.00,7,1,1,3,3,0,7,0,0,,0,,7,35,19,0,0,0,0,0,6,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
892,Þórir Jóhann Helgason,is ISL,MF,Lecce,it Serie A,24.0,2000,1,0,10,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,0.00,0.45,0,0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,5,6,83.3,78,34,0,0.1,0.0,-0.1,1,0,0,0,0,5,1,0,0,0,1,0,1,0,1,0,5,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,1,9.00,0,1,0,0,0,0,0,0.00,6,0,0,4,2,0,6,0,0,,0,,4,12,1,0,0,0,0,0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
893,Ísak Jóhannesson,is ISL,MF,Köln,de Bundesliga,22.0,2003,3,2,214,2.4,1,0,1,1,0,0,1,0,0.4,0.4,0.0,0.4,0.42,0.18,1,13,3,2,1,50.0,0.84,0.42,0.50,1.00,14.3,0,0,0,0.4,0.4,0.19,+0.6,+0.6,83,102,81.4,1699,502,0,0.0,0.7,0.0,1,14,4,2,13,87,14,7,0,0,9,1,3,3,0,0,83,0,0,0,0,0,1,0.0,1,0,0,0,1,1,4,0,7,2.94,6,1,0,0,0,0,2,0.84,112,4,14,73,25,3,112,0,0,,0,,73,374,172,1,4,0,3,1,78,3,1,0,0,2,0,0,9,1,0,0,0,0,10,0,4,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
894,Brennan Johnson,wls WAL,FW,Tottenham,eng Premier League,24.0,2001,4,3,220,2.4,2,0,2,2,0,0,1,0,0.9,0.9,0.2,1.1,0.82,0.44,7,5,17,4,2,50.0,1.64,0.82,0.50,1.00,17.7,0,0,0,0.9,0.9,0.22,+1.1,+1.1,40,57,70.2,601,159,0,0.2,0.1,-0.2,3,5,2,1,5,56,1,0,0,0,9,1,0,0,0,0,40,5,3,1,3,1,1,0.0,1,1,0,1,1,6,5,0,4,1.64,4,0,0,0,0,0,0,0.00,87,5,11,28,48,8,87,3,0,0.0,2,66.7,41,281,169,7,2,2,8,1,56,17,1,0,0,1,4,3,9,1,3,0,0,0,6,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
895,Karl-Johan Johnsson,se SWE,GK,Strasbourg,fr Ligue 1,35.0,1990,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0,0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,27,34,79.4,604,391,0,0.0,0.0,0.0,0,0,0,0,0,30,4,2,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,,0,0,0,0,0,0,2,0,1,1.00,1,0,0,0,0,0,0,0.00,38,29,38,0,0,0,38,0,0,,0,,19,53,28,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,100.0,0,0.00,2,2,100.0,1,0,0,1,100.0,0,0,0,0,0.3,0.14,+0.3,+0.28,3,10,30.0,32,2,28.1,29.6,13,1,7.7,3,3.00,18.9
896,Sam Johnstone,eng ENG,GK,Wolves,eng Premier League,32.0,1993,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.00,0.00,0,0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,23,45,51.1,704,534,0,0.0,0.0,0.0,0,1,0,0,0,35,10,2,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,,0,0,0,0,0,0,4,0,0,0.00,0,0,0,0,0,0,0,0.00,52,37,52,0,0,0,52,0,0,,0,,32,212,127,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,100.0,1,1.00,4,3,75.0,0,0,1,0,0.0,0,0,0,0,1.8,0.44,+0.8,+0.75,7,27,25.9,37,8,59.5,42.2,21,0,0.0,3,3.00,14.8
897,Curtis Jones,eng ENG,MF,Liverpool,eng Premier League,24.0,2001,3,1,138,1.5,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,0.00,0.06,3,15,4,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,80,90,88.9,1349,378,0,0.1,0.1,-0.1,2,9,4,0,15,86,3,2,1,0,0,0,0,0,0,0,80,4,2,2,2,0,3,100.0,0,1,0,1,0,4,1,0,4,2.61,3,0,0,0,1,0,2,1.30,99,1,18,68,15,1,99,2,2,100.0,0,0.0,64,323,155,3,1,1,2,0,77,4,0,0,0,0,2,0,0,0,2,0,0,0,9,2,2,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
